Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
09/23/2022,GMC,LL,,GRY,DA61031,IL,701 N. Sacramento,(773) 265-7605,7039925
08/22/2022,VOLK,4D,,GRY,6836CC,IL,701 N. Sacramento,(773) 265-7605,7037811
08/14/2022,CHEV,4D,,RED,CY15716,IL,701 N. Sacramento,(773) 265-7605,2936462
09/08/2022,JEEP,LL,,RED,MJW0326,TX,701 N. Sacramento,(773) 265-7605,7038895
09/20/2022,MAZD,4D,,ONG,CR79229,IL,701 N. Sacramento,(773) 265-7605,7039815
08/21/2022,VOLK,4D,,MAR,S796297,IL,400 E. Lower Wacker,(312) 744-7550,0264313
09/20/2022,NISS,4D,,BLK,CD42954,IL,701 N. Sacramento,(773) 265-7605,7039814
08/22/2022,KIA,LL,,SIL,CY48348,IL,10300 S. Doty,(773) 568-8495,2936703
08/21/2022,NISS,4D,,WHI,TH3W7V,MO,400 E. Lower Wacker,(312) 744-7550,0264309
08/30/2022,CHEV,SW,,BLK,BT82938,IL,701 N. Sacramento,(773) 265-7605,7038249
08/22/2022,SATR,4D,,SIL,CT48470,IL,10300 S. Doty,(773) 785-9752,1723568
08/22/2022,NISS,4D,,SIL,CM90344,IL,10300 S. Doty,(773) 785-9752,1723567
08/22/2022,PONT,4D,,GRN,,IL,10300 S. Doty,(773) 785-9752,1723569
08/14/2022,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2936432
09/20/2022,BMW,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2937955
08/30/2022,CHEV,4D,,TAN,ELE356,MI,701 N. Sacramento,(773) 265-1846,1544136
08/22/2022,LEXS,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1723575
09/28/2022,BMW,4D,,DBL,CA56495,IL,701 N. Sacramento,(773) 265-7605,7040302
08/14/2022,JEEP,LL,,BLK,BL65575,IL,10300 S. Doty,(773) 568-8495,2936433
08/22/2022,TOYT,4D,,RED,,IL,10300 S. Doty,(773) 785-9752,1723574
08/14/2022,HYUN,4D,,BLU,CA61864,IL,10300 S. Doty,(773) 568-8495,2936436
07/18/2022,KIA,4D,,WHI,FP117261,IL,400 E. Lower Wacker,(312) 744-7550,0262038
08/14/2022,KIA,LL,,GLD,CQ12172,IL,10300 S. Doty,(773) 568-8495,2936437
08/14/2022,JEEP,LL,,BLK,BZ46098,IL,10300 S. Doty,(773) 568-8495,2936434
08/14/2022,INFI,4D,,SIL,CL33903,IL,10300 S. Doty,(773) 568-8495,2936435
07/03/2022,BMW,4T,,SIL,DF43107,IL,701 N. Sacramento,(773) 265-7605,7034742
08/22/2022,NISS,4D,ALT,GRY,,,701 N. Sacramento,(773) 265-7605,7037814
08/22/2022,FORD,LL,,GRY,CA91396,IL,10300 S. Doty,(773) 785-9752,1723573
07/18/2022,NISS,VN,,BGE,AF31007,IL,400 E. Lower Wacker,(312) 744-7550,0262042
08/30/2022,SUBA,SW,,RED,BM81986,IL,701 N. Sacramento,(773) 265-7605,7038250
08/30/2022,DODG,4D,,WHI,BW14154,IL,701 N. Sacramento,(773) 265-1846,1544134
08/14/2022,NISS,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7037305
08/14/2022,CADI,4D,,SIL,DM97049,IL,701 N. Sacramento,(773) 265-7605,7037306
09/20/2022,KIA,LL,TK,BLU,CR43980,IL,10300 S. Doty,(773) 568-8495,2937953
08/18/2022,TOYT,4D,,GRY,CA41892,IL,701 N. Sacramento,(773) 265-7605,7037461
08/18/2022,ACUR,LL,,GRY,CW72306,IL,701 N. Sacramento,(773) 265-7605,7037462
08/09/2022,HYUN,4D,,RED,47B2D39,AL,10300 S. Doty,(773) 568-8495,2935956
09/28/2022,CHEV,4D,,GRY,414DJ0,IN,701 N. Sacramento,(773) 265-7605,7040303
07/15/2022,JEEP,LL,,BLU,BK68921,IL,10300 S. Doty,(773) 568-8495,2934953
07/04/2022,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2934522
09/23/2022,PONT,2D,,SIL,DF78367,IL,10300 S. Doty,(773) 568-8495,2938138
08/22/2022,BMW,4D,,BLU,DE62800,IL,10300 S. Doty,(773) 785-9752,1723576
08/30/2022,GMC,LL,,WHI,DF79836,IL,701 N. Sacramento,(773) 265-7605,7038256
08/26/2022,LINC,4D,,WHI,DD18609,IL,701 N. Sacramento,(773) 265-7605,7037985
07/30/2022,CHEV,4D,,BLK,DK42073,IL,10300 S. Doty,(773) 568-8495,2935600
08/18/2022,HOND,4D,,ONG,AN18559,IL,701 N. Sacramento,(773) 265-7605,7037460
07/23/2022,PONT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7035936
09/02/2022,KIA,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7038486
08/11/2022,GMC,LL,,GRY,,,10300 S. Doty,(773) 785-9752,1723534
09/09/2022,LINC,4D,,WHI,DG86936,IL,400 E. Lower Wacker,(312) 744-7550,0265370
08/11/2022,BUIC,4D,,SIL,RPL814,IL,10300 S. Doty,(773) 785-9752,1723533
08/18/2022,LNDR,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,7037465
08/26/2022,TOYT,4D,,GRN,CY23816,IL,701 N. Sacramento,(773) 265-1846,1544127
09/23/2022,MAZD,LL,,SIL,CN79085,IL,10300 S. Doty,(773) 568-8495,2938140
09/22/2022,ACUR,4D,,GRY,V857357,IL,400 E. Lower Wacker,(312) 744-7550,0266154
08/26/2022,CHRY,VN,TK,WHI,Z316212,IL,701 N. Sacramento,(773) 265-7605,7037987
08/18/2022,FORD,4D,,BLK,37577X4,TX,701 N. Sacramento,(773) 265-7605,7037464
08/04/2022,NISS,4D,,GRY,BT61015,IL,10300 S. Doty,(773) 568-8495,2935756
09/02/2022,FORD,4D,,GRY,CY37260,IL,10300 S. Doty,(773) 568-8495,2937203
07/12/2022,NISS,4D,,BLK,AK18832,IL,10300 S. Doty,(773) 568-8495,2934772
09/20/2022,NISS,4D,,WHI,CQ89896,IL,400 E. Lower Wacker,(312) 744-7550,0266064
09/02/2022,HOND,LL,,BLK,CJ81206,IL,701 N. Sacramento,(773) 265-7605,7038488
09/09/2022,AUDI,LL,,GRY,30080EL,IL,701 N. Sacramento,(773) 265-7605,7038898
09/23/2022,DODG,4D,,BLK,L801357,IN,701 N. Sacramento,(773) 265-1846,1544258
09/02/2022,FORD,LL,,BLU,BU68179,IL,10300 S. Doty,(773) 568-8495,2937205
08/14/2022,DODG,2D,,SIL,L896532,IN,10300 S. Doty,(773) 568-8495,2936465
09/23/2022,HYUN,4D,,SIL,BZ17941,IL,701 N. Sacramento,(773) 265-7605,7039928
08/13/2022,VOLV,4D,,GRY,DL13182,IL,10300 S. Doty,(773) 568-8495,2936370
09/09/2022,JEEP,LL,,BLK,CW63627,IL,10300 S. Doty,(773) 568-8495,2937502
08/18/2022,KIA,4D,,WHI,AS33566,IL,701 N. Sacramento,(773) 265-7605,7037470
09/28/2022,HYUN,4D,,WHI,CM60896,IL,10300 S. Doty,(773) 568-8495,2938334
08/11/2022,DODG,LL,,GRY,QBJR77,FL,701 N. Sacramento,(773) 265-7605,7037045
08/04/2022,FORD,4D,,BLU,839EZ,IN,400 E. Lower Wacker,(312) 744-7550,0263137
09/13/2022,TRKG,VN,,MAR,DC18361,IL,701 N. Sacramento,(773) 265-7605,7039296
08/11/2022,FORD,VN,,BLU,CZ19167,IL,10300 S. Doty,(773) 568-8495,2936082
07/19/2022,KIA,4D,,GRY,DE33855,IL,10300 S. Doty,(773) 785-9752,1723429
09/09/2022,CADI,4T,,SIL,857572,IL,10300 S. Doty,(773) 568-8495,2937506
07/18/2022,TOYT,4D,,BLK,CW29656,IL,400 E. Lower Wacker,(312) 744-7550,0262046
08/18/2022,KIA,4D,,SIL,R238028,IN,701 N. Sacramento,(773) 265-7605,7037472
07/28/2022,TOYT,LL,,WHI,AT29624,IL,400 E. Lower Wacker,(312) 744-7550,0262643
09/09/2022,NISS,4D,,SIL,DP28291,IL,400 E. Lower Wacker,(312) 744-7550,0265371
09/09/2022,FORD,LL,,MAR,CY18517,IL,10300 S. Doty,(773) 568-8495,2937505
09/09/2022,HOND,4T,,BGE,CN35768,IL,10300 S. Doty,(773) 568-8495,2937507
07/03/2022,KIA,LL,,GRY,CM57329,IL,701 N. Sacramento,(773) 265-7605,7034815
09/09/2022,TOYT,4D,,BLK,AS37696,IL,400 E. Lower Wacker,(312) 744-7550,0265372
08/18/2022,FORD,4D,,BLK,DL44632,IL,10300 S. Doty,(773) 568-8495,2936582
08/22/2022,NISS,4D,,SIL,CZ22150,IL,10300 S. Doty,(773) 568-8495,2936708
09/17/2022,MERZ,4D,,WHI,DL42482,IL,701 N. Sacramento,(773) 265-7605,7039638
08/12/2022,KIA,4D,,GRY,CX72739,IL,10300 S. Doty,(773) 568-8495,2936133
09/12/2022,KIA,4D,,GRY,DQ30732,IL,701 N. Sacramento,(773) 265-7605,7039240
08/21/2022,JEEP,LD,,WHI,BL73906,IL,400 E. Lower Wacker,(312) 744-7550,0264316
08/21/2022,DODG,VC,,,BG86156,IL,400 E. Lower Wacker,(312) 744-7550,0264320
08/30/2022,HYUN,4D,,RED,AE22518,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416363
08/30/2022,FORD,LL,,BLK,BQ11378,IL,701 N. Sacramento,(773) 265-7605,7038260
09/12/2022,JEEP,LL,TK,BLK,,,701 N. Sacramento,(773) 265-7605,7039239
08/30/2022,FORD,PK,,RED,472236D,IL,701 N. Sacramento,(773) 265-1846,1544135
09/17/2022,CHEV,LL,,BLK,DE77004,IL,701 N. Sacramento,(773) 265-7605,7039637
08/21/2022,HOND,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7037757
08/30/2022,HYUN,4D,,SIL,ZX45213,IL,701 N. Sacramento,(773) 265-1846,1544138
08/21/2022,CHEV,4D,,PLE,705905,IL,701 N. Sacramento,(773) 265-7605,7037755
08/22/2022,HOND,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7037817
08/30/2022,CHEV,2D,,BLK,ANC1698,WI,701 N. Sacramento,(773) 265-7605,7038257
08/30/2022,JEEP,LL,,ONG,CN93987,IL,701 N. Sacramento,(773) 265-1846,1544137
09/12/2022,FORD,PK,TK,GRY,3299213B,IL,701 N. Sacramento,(773) 265-7605,7039242
08/21/2022,HYUN,4D,,WHI,BU45220,IL,10300 S. Doty,(773) 568-8495,2936666
09/12/2022,DODG,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2937643
08/30/2022,BMW,4D,,SIL,GXZ2849,OH,701 N. Sacramento,(773) 265-1846,1544139
09/17/2022,HYUN,4D,,BLK,,IL,400 E. Lower Wacker,(312) 744-7550,0277
09/23/2022,HOND,4D,,BLK,DD25219,IL,400 E. Lower Wacker,(312) 744-7550,0266249
08/21/2022,CHRY,VN,,BLK,36502B,IN,400 E. Lower Wacker,(312) 744-7550,0264330
09/19/2022,HYUN,LL,,BLU,CR89566,IL,10300 S. Doty,(773) 568-8495,2937928
08/30/2022,HYUN,LL,,GRY,CL55295,IL,701 N. Sacramento,(773) 265-7605,7038265
08/21/2022,MAZD,4D,,BLU,DM34044,IL,701 N. Sacramento,(773) 265-7605,7037764
08/30/2022,HYUN,4D,,WHI,Q590865,IL,701 N. Sacramento,(773) 265-7605,7038266
08/21/2022,KIA,4D,,PLE,Q222891,IL,701 N. Sacramento,(773) 265-7605,7037765
08/30/2022,CHEV,4D,,GRY,DH59161,IL,701 N. Sacramento,(773) 265-1846,1544142
08/30/2022,,SE,,WHI,P898936,IN,10300 S. Doty,(773) 785-9752,1723598
08/14/2022,LINC,4D,,GRY,CY27763,IL,701 N. Sacramento,(773) 265-7605,7037328
07/19/2022,BUIC,4D,,SIL,CV50643,IL,701 N. Sacramento,(773) 265-1846,1543940
08/18/2022,JEEP,LL,,GRN,MCSRTWS,IL,10300 S. Doty,(773) 568-8495,2936584
09/09/2022,CHRY,4T,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7038903
08/22/2022,HOND,4D,,,,IL,10300 S. Doty,(773) 568-8495,2936712
09/13/2022,FORD,4D,,BLK,AN19418,IL,701 N. Sacramento,(773) 265-7605,7039295
08/30/2022,DODG,LL,,BLK,MANKID3,IL,10300 S. Doty,(773) 568-8495,2937097
08/26/2022,PONT,4D,,BLK,Q704520,IL,701 N. Sacramento,(773) 265-1846,1544129
07/15/2022,NISS,LL,,BLK,QQTJ2B,FL,10300 S. Doty,(773) 568-8495,2934955
09/19/2022,CHRY,4D,,BLU,DN51678,IL,10300 S. Doty,(773) 568-8495,2937927
08/26/2022,LEXS,4D,,SIL,CN85426,IL,701 N. Sacramento,(773) 265-1846,1544128
07/03/2022,ACUR,4D,,WHI,DL47451,IL,701 N. Sacramento,(773) 265-7605,7034818
07/04/2022,FORD,VN,,WHI,2801813B,IL,701 N. Sacramento,(773) 265-7605,7034824
07/26/2022,FORD,LL,,SIL,V900833,IL,10300 S. Doty,(773) 568-8495,2935341
09/09/2022,HYUN,4D,,BLU,50184EL,IL,701 N. Sacramento,(773) 265-7605,7038904
08/04/2022,FORD,PK,,BLU,R333394,IL,701 N. Sacramento,(773) 265-7605,7036547
08/26/2022,ACUR,LL,,WHI,DD41190,IL,10300 S. Doty,(773) 568-8495,2936933
07/26/2022,KIA,4D,,BLK,CQ15468,IL,10300 S. Doty,(773) 568-8495,2935342
09/25/2022,NISS,4D,,BLU,DD59310,IL,701 N. Sacramento,(773) 265-7605,7040132
07/26/2022,CHEV,4D,,WHI,CU17257,IL,10300 S. Doty,(773) 568-8495,2935343
08/07/2022,JEEP,LL,TK,RED,CY96978,IL,701 N. Sacramento,(773) 265-7605,7036898
08/30/2022,KIA,4D,,SIL,BZ86397,IL,10300 S. Doty,(773) 568-8495,2937094
09/09/2022,JEEP,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2937511
08/15/2022,NISS,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2936416
07/15/2022,NISS,4D,,WHI,NUCHPTR,OH,400 E. Lower Wacker,(312) 744-7550,0261818
07/15/2022,FORD,LL,,WHI,BW16889,IL,701 N. Sacramento,(773) 265-1846,1543936
07/08/2022,NISS,4D,,GRY,3BK5403,AL,400 E. Lower Wacker,(312) 744-7550,0261390
09/28/2022,KIA,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2938347
09/25/2022,DODG,4D,,GRY,CY93343,IL,701 N. Sacramento,(773) 265-7605,7040112
09/09/2022,CHEV,PK,,SIL,1403175B,IL,10300 S. Doty,(773) 568-8495,2937509
09/09/2022,FORD,LL,,BLK,DG18578,IL,10300 S. Doty,(773) 568-8495,2937510
09/09/2022,JEEP,4D,,BLK,DH84491,IL,701 N. Sacramento,(773) 265-7605,7038905
07/08/2022,FORD,4D,,WHI,CU98298,IL,701 N. Sacramento,(773) 265-7605,7035040
09/02/2022,CHEV,4D,,BLU,092222,IA,701 N. Sacramento,(773) 265-7605,7038489
08/26/2022,CHEV,4D,,RED,DH49324,IL,701 N. Sacramento,(773) 265-7605,7037992
09/22/2022,HYUN,LL,,BLU,E607828,IL,10300 S. Doty,(773) 568-8495,2938045
08/26/2022,HYUN,SD,ELN,SIL,CS82528,IL,10300 S. Doty,(773) 568-8495,2936935
09/20/2022,TOYT,4D,,SIL,CB86365,IL,701 N. Sacramento,(773) 265-1846,1544231
09/19/2022,CHEV,PK,,LBL,2821750B,IL,701 N. Sacramento,(773) 265-7605,7039818
08/08/2022,HYUN,4T,,SIL,BP18329,IL,10300 S. Doty,(773) 568-8495,2935907
07/31/2022,SUBA,4D,,BLU,ALM822,NV,701 N. Sacramento,(773) 265-7605,7036324
08/15/2022,INFI,4D,,ONG,DM51622,IL,701 N. Sacramento,(773) 265-7605,7037335
09/17/2022,BUIC,4D,,GRY,DB12177,IL,10300 S. Doty,(773) 568-8495,2937846
08/26/2022,KIA,LL,,GRY,CD89006,IL,701 N. Sacramento,(773) 265-7605,7037993
09/17/2022,CHEV,LL,,BLK,DA21718,IL,10300 S. Doty,(773) 568-8495,2937847
08/30/2022,TOYT,4D,,TAN,BPL2468,AZ,701 N. Sacramento,(773) 265-1846,1544144
08/22/2022,KIA,LL,,WHI,CK21483,IL,10300 S. Doty,(773) 568-8495,2936715
09/13/2022,PONT,4D,,MAR,DE77256,IL,701 N. Sacramento,(773) 265-7605,7039290
09/17/2022,NISS,LL,,WHI,CT35674,IL,701 N. Sacramento,(773) 265-7605,7039639
09/17/2022,DODG,LL,,WHI,E186410,IL,10300 S. Doty,(773) 568-8495,2937845
09/21/2022,VOLK,4D,,WHI,DD13492,IL,701 N. Sacramento,(773) 265-7605,7039872
09/25/2022,FORD,PK,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7040133
07/31/2022,KIA,4T,,WHI,CJ71286,IL,10300 S. Doty,(773) 568-8495,2935601
09/28/2022,HOND,4D,,BLU,CY82861,IL,400 E. Lower Wacker,(312) 744-7550,7040304
08/21/2022,TOYT,4D,,BLK,CY96598,IL,10300 S. Doty,(773) 568-8495,2936668
08/04/2022,CHEV,4T,,BLK,CY16216,IL,701 N. Sacramento,(773) 265-7605,7036554
09/12/2022,KIA,4D,,RED,FP166777,IL,701 N. Sacramento,(773) 265-7605,7039244
08/22/2022,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2936717
09/13/2022,NISS,4D,,BLK,BN93184,IL,701 N. Sacramento,(773) 265-1846,1544212
09/28/2022,NISS,LL,,BLK,BZ79778,IL,10300 S. Doty,(773) 785-9752,1723680
08/15/2022,CUSH,MC,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7037329
07/23/2022,HYUN,4D,,RED,BL61745,IL,10300 S. Doty,(773) 568-8495,2935253
09/28/2022,SATR,4D,,WHI,Z965906,IL,701 N. Sacramento,(773) 265-1846,1544270
09/13/2022,TOYT,4D,,RED,CJ33309,IL,701 N. Sacramento,(773) 265-7605,7039303
09/20/2022,HYUN,4D,,GRY,CE15979,IL,701 N. Sacramento,(773) 265-7605,7039817
08/22/2022,HOND,MK,,YEL,,IL,10300 S. Doty,(773) 568-8495,2936718
09/13/2022,FORD,PK,,GRY,3010468B,IL,10300 S. Doty,(773) 568-8495,2937677
09/28/2022,JEEP,LL,,GRN,CE58853,IL,701 N. Sacramento,(773) 265-7605,7040305
08/08/2022,CHRY,SW,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7036905
07/18/2022,NISS,LL,,GRY,DA47317,IL,400 E. Lower Wacker,(312) 744-7550,0262045
09/22/2022,CHEV,LL,,GRY,DG64321,IL,10300 S. Doty,(773) 568-8495,2938046
09/13/2022,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 785-9752,1723631
08/14/2022,HOND,4D,,GRY,6RUU477,CA,701 N. Sacramento,(773) 265-7605,7037307
08/08/2022,KIA,4T,,SIL,CX35121,IL,10300 S. Doty,(773) 568-8495,2935905
09/13/2022,DODG,4D,,BLK,CH47171,IL,701 N. Sacramento,(773) 265-1846,1544210
08/14/2022,KIA,SW,,RED,LLP9149,PA,10300 S. Doty,(773) 568-8495,2936439
09/22/2022,NISS,4D,,WHI,DQ41156,IL,10300 S. Doty,(773) 568-8495,2938047
08/13/2022,CHEV,4D,,WHI,AL77056,IL,10300 S. Doty,(773) 568-8495,2936390
07/03/2022,VOLK,4D,,GRY,BH48546,IL,400 E. Lower Wacker,(312) 744-7550,0261123
07/18/2022,MERZ,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7035691
07/18/2022,CHEV,4D,,WHI,60BKRZ,FL,400 E. Lower Wacker,(312) 744-7550,0262049
09/19/2022,HYUN,LL,,GRY,ZV29456,IL,10300 S. Doty,(773) 568-8495,2937925
09/13/2022,BUIC,LL,,BLK,BZ18896,IL,701 N. Sacramento,(773) 265-7605,7039299
07/19/2022,BUIC,4D,,DBL,DK69201,IL,400 E. Lower Wacker,(312) 744-7550,0262052
08/14/2022,HYUN,4D,,WHI,DJ72208,IL,10300 S. Doty,(773) 568-8495,2936443
07/19/2022,FORD,4D,,WHI,CK59005,IL,400 E. Lower Wacker,(312) 744-7550,0262050
07/19/2022,CHEV,2D,,GRY,GB66B,MI,400 E. Lower Wacker,(312) 744-7550,0262051
08/15/2022,KIA,4T,,BLK,BW88546,IL,701 N. Sacramento,(773) 265-7605,7037334
09/28/2022,MINI,2D,,,DG76213,IL,701 N. Sacramento,(773) 265-7605,7040308
08/17/2022,JEEP,LL,TK,SIL,H59ADT,NJ,400 E. Lower Wacker,(312) 744-7550,0264014
09/28/2022,JEEP,LL,,RED,CM57908,IL,701 N. Sacramento,(773) 265-7605,7040306
07/03/2022,GMC,LL,,GRY,AM91397,IL,10300 S. Doty,(773) 568-8495,2934486
08/15/2022,,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2936469
08/30/2022,CHRY,4D,300,WHI,CW89321,IL,10300 S. Doty,(773) 568-8495,2937098
09/13/2022,HOND,SW,,SIL,CW39898,IL,701 N. Sacramento,(773) 265-7605,7039298
09/13/2022,DODG,LL,,GRY,BK85146,IL,10300 S. Doty,(773) 568-8495,2937675
07/31/2022,DODG,VN,,WHI,AJ44631,IL,701 N. Sacramento,(773) 265-7605,7036334
09/22/2022,FORD,LL,,GRY,CY65191,IL,701 N. Sacramento,(773) 265-7605,7039874
08/26/2022,HOND,4D,,WHI,DE84932,IL,400 E. Lower Wacker,(312) 744-7550,0264632
09/05/2022,DODG,VN,,WHI,CB81719,IL,701 N. Sacramento,(773) 265-7605,7038727
08/26/2022,CHRY,4D,,WHI,3322Z47,TX,10300 S. Doty,(773) 568-8495,2936940
09/22/2022,CHEV,LL,TK,GRY,AEM4560,WI,10300 S. Doty,(773) 568-8495,2938049
09/03/2022,HOND,LL,,BGE,CD50253,IL,701 N. Sacramento,(773) 265-7605,7038511
08/26/2022,CHEV,LL,,SIL,CH51400,IL,10300 S. Doty,(773) 568-8495,2936938
07/26/2022,HOND,MC,,RED,,IL,701 N. Sacramento,(773) 265-7605,7036100
08/04/2022,FORD,4D,,RED,DD43718,IL,10300 S. Doty,(773) 568-8495,500761
09/05/2022,DODG,4D,,WHI,AC530075,IL,10300 S. Doty,(773) 568-8495,2937302
09/28/2022,CHEV,LL,,WHI,,IL,10300 S. Doty,(773) 785-9752,1723681
08/08/2022,HYUN,4D,,BGE,CR46231,IL,400 E. Lower Wacker,(312) 744-7550,0263420
09/28/2022,VOLK,4D,,WHI,CG46734,IL,701 N. Sacramento,(773) 265-7605,7040307
08/18/2022,SATR,2D,,WHI,531253,IL,10300 S. Doty,(773) 785-9752,1723556
08/26/2022,KIA,4D,,PLE,BY81906,IL,10300 S. Doty,(773) 568-8495,2936941
08/04/2022,CHEV,4D,,WHI,CN35487,IL,10300 S. Doty,(773) 568-8495,2935761
08/17/2022,HOND,LL,,BLK,CC77594,IL,701 N. Sacramento,(773) 265-7605,7037431
08/18/2022,CHEV,LL,,RED,CD40942,IL,701 N. Sacramento,(773) 265-7605,7037481
08/18/2022,KIA,4D,,GRY,BZ80094,IL,10300 S. Doty,(773) 568-8495,2936590
08/18/2022,MERZ,2D,,BLK,DL5673,IL,10300 S. Doty,(773) 785-9752,1723557
07/28/2022,MAZD,VN,,GRY,DE14801,IL,10300 S. Doty,(773) 568-8495,2935464
08/04/2022,MERC,4D,,WHI,BVN379,KY,701 N. Sacramento,(773) 265-7605,7036564
09/03/2022,MAZD,4D,,WHI,Q896931,IL,701 N. Sacramento,(773) 265-7605,7038496
09/19/2022,KIA,VN,,GRN,CE89891,IL,10300 S. Doty,(773) 568-8495,2937926
09/26/2022,CHEV,LL,,DBL,,IL,701 N. Sacramento,(773) 265-7605,7040173
08/18/2022,JEEP,LL,,WHI,HF53T,MI,400 E. Lower Wacker,(312) 744-7550,0264068
09/03/2022,GMC,LL,,MAR,BL48749,IL,701 N. Sacramento,(773) 265-7605,7038497
09/23/2022,GMC,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7039929
09/22/2022,NISS,LL,,RED,DQ30727,IL,701 N. Sacramento,(773) 265-7605,7039873
07/31/2022,FORD,VN,,WHI,3418K27,TX,701 N. Sacramento,(773) 265-7605,7036338
09/23/2022,FORD,LL,,BLK,DGT746,MI,701 N. Sacramento,(773) 265-7605,7039932
07/23/2022,KIA,4D,,WHI,AC50350,IL,701 N. Sacramento,(773) 265-7605,7035941
08/18/2022,INFI,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1723555
07/08/2022,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2934654
08/26/2022,HYUN,4D,SON,WHI,R366601,IL,10300 S. Doty,(773) 568-8495,2936943
09/23/2022,HOND,VN,,BLU,178816,IL,701 N. Sacramento,(773) 265-7605,7039930
07/08/2022,JEEP,LL,,SIL,CE17893,IL,400 E. Lower Wacker,(312) 744-7550,0261395
08/11/2022,MAZD,4D,,GRY,CM54326,IL,10300 S. Doty,(773) 568-8495,2936075
09/23/2022,HOND,4D,,PLE,420AA147,IL,701 N. Sacramento,(773) 265-7605,7039931
08/30/2022,DODG,LL,TK,WHI,DK61826,IL,10300 S. Doty,(773) 568-8495,2937100
07/15/2022,HOND,4D,,BLK,BD92623,IL,400 E. Lower Wacker,(312) 744-7550,0261825
09/09/2022,MITS,2D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7038907
07/19/2022,GMC,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2935122
09/12/2022,JEEP,LL,,BLU,M146644,IL,701 N. Sacramento,(773) 265-7605,7039246
09/28/2022,TOYT,4D,,GRY,LNS4638,TX,10300 S. Doty,(773) 568-8495,2938348
08/30/2022,YAMA,MC,,BLU,,,701 N. Sacramento,(773) 265-7605,7038271
09/23/2022,HYUN,4D,,SIL,,IL,400 E. Lower Wacker,(312) 744-7550,0
08/30/2022,FORD,LL,TK,WHI,CT16343,IL,701 N. Sacramento,(773) 265-7605,7038272
08/30/2022,INFI,4D,,MAR,BG89716,IL,10300 S. Doty,(773) 568-8495,2937102
09/13/2022,HYUN,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7039292
08/30/2022,NISS,PK,,GRY,,IL,10300 S. Doty,(773) 568-8495,2937101
07/18/2022,HYUN,4D,,BLK,AXJ560,IN,10300 S. Doty,(773) 568-8495,2935087
09/05/2022,NISS,4D,,BLK,886AA606,IL,701 N. Sacramento,(773) 265-7605,7038734
07/28/2022,KIA,4D,,GRY,CU49089,IL,10300 S. Doty,(773) 568-8495,2935465
08/30/2022,MITS,LL,TK,GRY,DF68251,IL,10300 S. Doty,(773) 568-8495,2937103
07/28/2022,FORD,4D,,GRY,BA0B33,CO,400 E. Lower Wacker,(312) 744-7550,0262657
09/13/2022,CHEV,VN,,BLU,K816261,IL,701 N. Sacramento,(773) 265-7605,7039300
09/26/2022,KIA,LL,,WHI,CC89983,IL,10300 S. Doty,(773) 568-8495,2938264
08/11/2022,BMW,MC,,BLU,,IL,10300 S. Doty,(773) 568-8495,2936074
08/15/2022,CHEV,2D,,GRY,5822740,IL,400 E. Lower Wacker,(312) 744-7550,0263863
08/08/2022,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2935908
09/28/2022,HYUN,4D,,RED,DF35413,IL,701 N. Sacramento,(773) 265-7605,7040316
09/28/2022,TELS,4D,,WHI,32577EL,IL,400 E. Lower Wacker,(312) 744-7550,0266546
07/19/2022,TOYT,4D,,WHI,BU82391,IL,400 E. Lower Wacker,(312) 744-7550,0262053
08/21/2022,FORD,4D,,GRY,CF15578,IL,10300 S. Doty,(773) 568-8495,2936672
09/13/2022,GMC,LL,,BLK,81906N2,TX,701 N. Sacramento,(773) 265-7605,7039302
